Geneid	Chr	Start	End	Strand	Length	SRR6344904	SRR6344905	SRR6344906	SRR6344910	SRR6344912	SRR6344913
G372_RS0108255	NZ_ARQK01000053.1	18028	18963	-	936	6165	9233	6217	5236	8793	1982
G372_RS0108260	NZ_ARQK01000053.1	18963	19178	-	216	209	660	223	303	681	84
G372_RS0108265	NZ_ARQK01000053.1	19211	19942	-	732	4607	6616	4373	5070	7195	1570
G372_RS0108270	NZ_ARQK01000053.1	19964	21448	-	1485	10002	9509	9369	8992	9948	2565
G372_RS0108275	NZ_ARQK01000053.1	21659	22528	-	870	78	122	67	154	164	110
G372_RS0108280	NZ_ARQK01000053.1	22515	23285	-	771	94	78	89	116	107	74
G372_RS0108285	NZ_ARQK01000053.1	23391	24008	+	618	135	139	113	130	175	70
G372_RS0108290	NZ_ARQK01000053.1	24024	25031	-	1008	119	217	102	144	170	51
G372_RS0108295	NZ_ARQK01000053.1	25105	26235	-	1131	396	517	358	696	707	250
G372_RS0108300	NZ_ARQK01000053.1	26370	27089	+	720	87	68	78	57	59	67
G372_RS0108305	NZ_ARQK01000053.1	27150	27401	+	252	761	552	733	589	405	554
G372_RS0108310	NZ_ARQK01000053.1	27465	28967	+	1503	190	239	150	132	161	97
G372_RS0108315	NZ_ARQK01000053.1	29039	29863	-	825	1561	1600	1324	2879	3602	750
G372_RS14515	NZ_ARQK01000053.1	30679	30810	+	132	107	142	128	351	461	126
G372_RS0108330	NZ_ARQK01000053.1	30950	31996	-	1047	15705	14528	14139	14412	12448	2643
G372_RS0108335	NZ_ARQK01000053.1	32025	32717	-	693	19640	11852	16446	28959	21088	4239
G372_RS0108340	NZ_ARQK01000053.1	32788	35691	-	2904	60986	74232	54789	93599	158023	8124
G372_RS0108345	NZ_ARQK01000053.1	35921	36922	+	1002	965	856	976	771	628	573
G372_RS0108350	NZ_ARQK01000053.1	37030	38283	-	1254	1802	1635	1554	2009	2327	1092
G372_RS13560	NZ_ARQK01000053.1	38314	38990	-	677	1344	1180	1304	2293	2505	1422
G372_RS0108360	NZ_ARQK01000053.1	39537	41423	+	1887	2639	2792	2311	2197	1987	1363
G372_RS0108365	NZ_ARQK01000053.1	41615	42226	+	612	586	848	608	556	515	349
G372_RS0108370	NZ_ARQK01000053.1	42391	43461	-	1071	807	856	883	523	404	449
G372_RS0108375	NZ_ARQK01000053.1	43569	43946	-	378	972	906	968	570	334	469
G372_RS0108380	NZ_ARQK01000053.1	44076	44606	+	531	355	780	311	174	126	136
G372_RS0108385	NZ_ARQK01000053.1	44624	46306	+	1683	937	1268	819	444	479	261
G372_RS0108390	NZ_ARQK01000053.1	46329	46682	-	354	1558	2394	1396	1154	2080	548
G372_RS0108395	NZ_ARQK01000053.1	46694	48241	-	1548	3954	5695	3819	3137	4970	1540
G372_RS0108400	NZ_ARQK01000053.1	48340	49527	-	1188	1105	1695	1036	1162	1323	570
G372_RS0108405	NZ_ARQK01000053.1	49527	50258	-	732	481	1701	485	649	1293	284
G372_RS0108410	NZ_ARQK01000053.1	50306	50605	-	300	725	1039	731	867	1068	505
G372_RS0108415	NZ_ARQK01000053.1	50683	51057	-	375	978	2063	1058	1126	1514	585
G372_RS0108420	NZ_ARQK01000053.1	51060	51848	-	789	802	1211	679	808	900	422
G372_RS0108425	NZ_ARQK01000053.1	51853	52581	-	729	1098	2063	1178	1313	1689	682
G372_RS0108430	NZ_ARQK01000053.1	52595	53248	-	654	619	488	516	816	703	452
G372_RS0108435	NZ_ARQK01000053.1	53280	53870	-	591	1341	1258	1419	3433	2259	2019
G372_RS13565	NZ_ARQK01000053.1	54024	54305	-	282	22169	15395	22779	25132	15549	11864
G372_RS0108445	NZ_ARQK01000053.1	54355	54825	-	471	38191	26970	37647	34104	16970	19074
G372_RS13970	NZ_ARQK01000053.1	55138	55272	+	135	17	15	20	46	62	27
G372_RS0108455	NZ_ARQK01000053.1	55276	56562	+	1287	340	691	268	324	388	146
G372_RS0108460	NZ_ARQK01000053.1	56562	57233	+	672	81	155	90	100	82	41
G372_RS0108465	NZ_ARQK01000053.1	57236	58069	+	834	150	397	152	135	164	79
G372_RS0108470	NZ_ARQK01000053.1	58069	58806	+	738	1872	2538	1778	1758	1751	1262
G372_RS0108475	NZ_ARQK01000053.1	58781	59731	+	951	158	312	136	182	175	108
G372_RS0108480	NZ_ARQK01000053.1	59915	60454	+	540	206	256	166	214	195	124
G372_RS0108485	NZ_ARQK01000053.1	60503	61834	+	1332	659	679	561	619	712	261
G372_RS14470	NZ_ARQK01000053.1	62040	62222	-	183	37	28	29	93	77	53
G372_RS0108495	NZ_ARQK01000053.1	62373	63005	-	633	92	78	95	117	111	71
G372_RS0108500	NZ_ARQK01000053.1	63005	63964	-	960	150	110	141	71	93	67
G372_RS0108505	NZ_ARQK01000053.1	63964	64392	-	429	50	21	52	11	7	7
G372_RS0108510	NZ_ARQK01000053.1	64676	65734	-	1059	369	258	331	71	61	51
G372_RS0108515	NZ_ARQK01000053.1	65841	66869	-	1029	213	127	204	49	52	52
G372_RS0108525	NZ_ARQK01000053.1	67557	68027	-	471	366	405	377	522	359	337
G372_RS0108530	NZ_ARQK01000053.1	68235	68441	-	207	344	209	316	864	641	639
G372_RS13980	NZ_ARQK01000053.1	68470	68739	-	270	154	176	123	332	545	232
G372_RS0108540	NZ_ARQK01000053.1	68824	70119	-	1296	352	378	352	227	154	124
G372_RS0108545	NZ_ARQK01000053.1	70119	70910	-	792	184	290	175	77	77	47
G372_RS0108550	NZ_ARQK01000053.1	70910	71782	-	873	162	295	135	70	47	60
G372_RS0108555	NZ_ARQK01000053.1	71775	72245	-	471	96	104	63	40	12	47
G372_RS0108560	NZ_ARQK01000053.1	72245	73354	-	1110	353	670	277	166	116	165
G372_RS0108565	NZ_ARQK01000053.1	73542	74867	+	1326	281	289	300	165	111	190
G372_RS0108570	NZ_ARQK01000053.1	74867	76888	+	2022	434	633	352	284	193	219
G372_RS0108575	NZ_ARQK01000053.1	77050	78042	+	993	414	603	341	336	215	262
G372_RS0108580	NZ_ARQK01000053.1	78101	79057	-	957	387	416	404	317	228	202
G372_RS0108585	NZ_ARQK01000053.1	79072	80421	-	1350	396	347	386	366	258	257
G372_RS0108590	NZ_ARQK01000053.1	80421	81389	-	969	93	195	72	78	97	58
G372_RS0108595	NZ_ARQK01000053.1	81508	82518	-	1011	3095	2735	3147	6702	7509	1856
G372_RS0108600	NZ_ARQK01000053.1	82738	84000	+	1263	304	414	314	373	358	210
G372_RS13985	NZ_ARQK01000053.1	84016	84252	-	237	29	30	33	55	55	31
G372_RS0108605	NZ_ARQK01000053.1	84408	84842	+	435	660	623	655	436	244	271
G372_RS0108610	NZ_ARQK01000053.1	85013	85429	+	417	582	675	494	344	294	210
G372_RS0108615	NZ_ARQK01000053.1	85440	86459	+	1020	188	250	175	264	227	146
G372_RS0108620	NZ_ARQK01000053.1	86495	86722	-	228	111	52	122	125	77	77
G372_RS0108625	NZ_ARQK01000053.1	86861	87349	+	489	265	137	217	247	195	147
G372_RS0108630	NZ_ARQK01000053.1	87386	87631	+	246	357	371	367	401	425	238
G372_RS13990	NZ_ARQK01000054.1	1	267	+	267	19	56	34	36	66	28
G372_RS0108645	NZ_ARQK01000054.1	371	898	+	528	221	213	220	217	212	99
G372_RS0108650	NZ_ARQK01000054.1	1153	1578	+	426	1892	1306	1558	8319	7308	1689
G372_RS0108655	NZ_ARQK01000054.1	1611	2000	+	390	1979	1227	1389	7365	7761	1538
G372_RS0108665	NZ_ARQK01000054.1	2752	3666	+	915	817	784	886	796	706	520
G372_RS13995	NZ_ARQK01000054.1	3723	3869	+	147	179	143	181	135	136	54
G372_RS0108675	NZ_ARQK01000054.1	4023	7862	+	3840	5660	5794	5628	6311	5793	3829
G372_RS0108680	NZ_ARQK01000054.1	8065	8901	+	837	2017	2516	2066	1147	1234	643
G372_RS0108685	NZ_ARQK01000054.1	8987	9193	-	207	168	82	159	118	70	54
G372_RS0108690	NZ_ARQK01000054.1	9215	9874	-	660	1070	734	1108	1015	630	576
G372_RS0108695	NZ_ARQK01000054.1	9971	11482	+	1512	1246	938	1159	1276	851	709
G372_RS0108700	NZ_ARQK01000054.1	11543	12946	-	1404	294	223	224	593	572	360
G372_RS0108705	NZ_ARQK01000054.1	12955	13752	-	798	210	251	229	339	273	175
G372_RS0108710	NZ_ARQK01000054.1	13706	14440	-	735	285	243	177	411	432	221
G372_RS0108715	NZ_ARQK01000054.1	14440	15495	-	1056	455	554	350	453	352	237
G372_RS0108720	NZ_ARQK01000054.1	15951	16979	+	1029	213	309	172	240	185	145
G372_RS0108725	NZ_ARQK01000054.1	16979	18055	+	1077	351	522	355	398	307	188
G372_RS0108730	NZ_ARQK01000054.1	18091	18783	+	693	150	451	115	130	158	55
G372_RS0108735	NZ_ARQK01000054.1	18803	19162	-	360	203	181	189	184	188	105
G372_RS0108740	NZ_ARQK01000054.1	19162	19773	-	612	182	270	133	144	122	102
G372_RS0108745	NZ_ARQK01000054.1	19773	20126	-	354	81	131	131	115	112	87
G372_RS0108750	NZ_ARQK01000054.1	20149	20436	+	288	11	12	11	4	2	7
G372_RS0108755	NZ_ARQK01000054.1	20521	21561	+	1041	414	455	336	363	238	243
G372_RS0108760	NZ_ARQK01000054.1	21561	22010	+	450	133	159	116	149	135	105
G372_RS0108765	NZ_ARQK01000054.1	22054	22725	+	672	683	631	692	667	512	359
G372_RS0108770	NZ_ARQK01000054.1	22732	23181	+	450	120	113	85	159	120	121
G372_RS0108775	NZ_ARQK01000054.1	23195	24205	+	1011	771	924	621	1107	908	650
G372_RS0108780	NZ_ARQK01000054.1	24241	25524	+	1284	3268	1915	3192	3602	2730	2202
G372_RS0108785	NZ_ARQK01000054.1	25568	26131	+	564	1070	1141	1058	1137	1225	671
G372_RS0108790	NZ_ARQK01000054.1	26288	27040	+	753	928	1268	940	1267	1332	727
G372_RS0108795	NZ_ARQK01000054.1	27040	27735	+	696	674	397	522	850	483	482
G372_RS0108800	NZ_ARQK01000054.1	27742	28422	+	681	411	543	358	565	530	372
G372_RS0108805	NZ_ARQK01000054.1	28563	29831	+	1269	7662	7246	7225	7164	7924	2248
G372_RS0108820	NZ_ARQK01000054.1	30326	31630	+	1305	2813	3417	2635	4332	6550	1534
G372_RS0108825	NZ_ARQK01000054.1	31630	32304	+	675	1907	3220	1791	3318	4403	1227
G372_RS0108830	NZ_ARQK01000054.1	32425	33699	+	1275	11104	9552	10895	13689	12290	8684
G372_RS0108835	NZ_ARQK01000054.1	33811	36273	+	2463	7646	8841	7340	8639	8794	5119
G372_RS0108840	NZ_ARQK01000054.1	36528	36797	+	270	10500	8389	10314	4182	2993	2212
G372_RS0108855	NZ_ARQK01000054.1	37235	38200	-	966	411	681	421	671	768	318
G372_RS0108860	NZ_ARQK01000054.1	38223	39071	-	849	992	1178	892	881	856	531
G372_RS0108865	NZ_ARQK01000054.1	39182	40552	+	1371	934	1074	856	569	410	387
G372_RS0108870	NZ_ARQK01000054.1	40744	42312	+	1569	987	986	944	835	655	604
G372_RS0108875	NZ_ARQK01000054.1	42953	44335	+	1383	150	216	168	306	566	150
G372_RS0108880	NZ_ARQK01000054.1	44422	45075	+	654	131	131	121	306	332	133
G372_RS0108885	NZ_ARQK01000054.1	45224	46447	-	1224	531	731	430	641	511	281
G372_RS0108890	NZ_ARQK01000054.1	46563	47654	-	1092	102	97	113	85	62	66
G372_RS0108895	NZ_ARQK01000054.1	47638	48465	-	828	51	80	44	36	47	36
G372_RS0108900	NZ_ARQK01000054.1	48573	49208	+	636	154	202	119	70	26	64
G372_RS0108905	NZ_ARQK01000054.1	49273	50604	+	1332	223	123	159	181	149	108
G372_RS0108910	NZ_ARQK01000054.1	50633	51337	-	705	411	415	422	346	287	233
G372_RS0108915	NZ_ARQK01000054.1	51868	52776	+	909	366	557	301	666	669	277
G372_RS0108920	NZ_ARQK01000054.1	52776	53579	+	804	259	428	245	399	485	145
G372_RS0108925	NZ_ARQK01000054.1	53582	54919	+	1338	375	756	332	491	616	209
G372_RS0108930	NZ_ARQK01000054.1	54958	55593	+	636	481	463	482	655	538	380
G372_RS0108935	NZ_ARQK01000054.1	55593	56018	+	426	110	181	76	105	104	69
G372_RS0108940	NZ_ARQK01000054.1	56057	57193	+	1137	126	150	110	219	122	129
G372_RS0108945	NZ_ARQK01000054.1	57199	58221	+	1023	415	464	372	394	379	186
G372_RS0108950	NZ_ARQK01000054.1	58254	58445	+	192	73	102	86	89	148	53
G372_RS0108955	NZ_ARQK01000054.1	58455	59219	+	765	133	270	111	115	155	70
G372_RS0108960	NZ_ARQK01000054.1	59361	61256	+	1896	3357	3951	3433	6478	6852	3795
G372_RS0108965	NZ_ARQK01000054.1	61380	62183	-	804	2308	1284	2102	1564	1124	713
G372_RS0108970	NZ_ARQK01000054.1	62682	64538	+	1857	2657	1974	2728	2021	1182	1659
G372_RS0108975	NZ_ARQK01000054.1	64575	65951	+	1377	487	455	383	606	500	418
G372_RS0108980	NZ_ARQK01000054.1	65947	67197	+	1251	434	426	372	353	337	219
G372_RS0108985	NZ_ARQK01000054.1	67203	68819	+	1617	959	1000	828	928	974	556
G372_RS0108990	NZ_ARQK01000054.1	68836	69696	-	861	560	530	492	512	379	274
G372_RS0108995	NZ_ARQK01000054.1	69791	70663	-	873	1221	920	1141	469	242	469
G372_RS0109020	NZ_ARQK01000054.1	71576	73576	+	2001	303	428	257	509	769	302
G372_RS0109025	NZ_ARQK01000054.1	73645	74649	-	1005	147	137	133	124	137	43
G372_RS0109030	NZ_ARQK01000054.1	74771	75736	-	966	40	60	32	36	37	23
G372_RS0109035	NZ_ARQK01000054.1	75730	76578	-	849	33	67	32	39	27	32
G372_RS0109040	NZ_ARQK01000054.1	76578	77225	-	648	9	25	12	25	20	14
G372_RS0109045	NZ_ARQK01000054.1	77225	78436	-	1212	253	463	275	160	134	123
G372_RS0109050	NZ_ARQK01000054.1	78622	79908	-	1287	200	230	161	173	141	70
G372_RS0109055	NZ_ARQK01000054.1	79985	81328	-	1344	183	177	206	190	136	142
G372_RS0109060	NZ_ARQK01000054.1	81328	82461	-	1134	32	49	40	30	30	12
G372_RS0109065	NZ_ARQK01000054.1	82461	83795	-	1335	77	82	64	43	30	35
G372_RS0109070	NZ_ARQK01000054.1	83811	84527	-	717	53	127	37	29	54	34
G372_RS0109075	NZ_ARQK01000054.1	84558	85640	-	1083	146	124	145	118	100	76
G372_RS0109080	NZ_ARQK01000054.1	85678	87510	-	1833	84	146	74	91	107	53
G372_RS0109085	NZ_ARQK01000054.1	87513	88345	-	833	393	208	393	343	216	192
G372_RS0109090	NZ_ARQK01000055.1	342	2207	+	1866	3656	4193	3616	9693	14330	3011
G372_RS0109095	NZ_ARQK01000055.1	2227	3171	+	945	1257	2075	1472	2749	4797	961
G372_RS0109100	NZ_ARQK01000055.1	3556	4071	-	516	1221	897	1215	912	646	548
G372_RS0109105	NZ_ARQK01000055.1	4116	4616	-	501	884	574	697	663	517	348
G372_RS0109110	NZ_ARQK01000055.1	4663	5433	-	771	388	639	367	525	649	257
G372_RS0109115	NZ_ARQK01000055.1	5488	7044	-	1557	821	856	774	658	453	438
G372_RS0109120	NZ_ARQK01000055.1	7197	9536	+	2340	1249	1309	1314	1149	1019	692
G372_RS0109125	NZ_ARQK01000055.1	9539	10084	+	546	156	625	104	127	149	77
G372_RS0109130	NZ_ARQK01000055.1	10131	12071	+	1941	645	873	538	698	752	408
G372_RS0109135	NZ_ARQK01000055.1	12065	12763	+	699	111	263	106	129	153	58
G372_RS0109140	NZ_ARQK01000055.1	12763	13815	+	1053	565	629	486	456	410	288
G372_RS0109145	NZ_ARQK01000055.1	13833	14273	-	441	499	812	533	748	927	467
G372_RS0109150	NZ_ARQK01000055.1	14457	15062	-	606	7835	9362	6246	5419	4011	3355
G372_RS0109155	NZ_ARQK01000055.1	15283	15843	-	561	297	226	243	411	263	251
G372_RS0109160	NZ_ARQK01000055.1	15966	16736	+	771	1041	986	954	1062	848	702
G372_RS0109165	NZ_ARQK01000055.1	16729	17391	+	663	1126	1105	1013	728	590	388
G372_RS0109170	NZ_ARQK01000055.1	17442	18023	+	582	100	162	105	155	126	61
G372_RS0109175	NZ_ARQK01000055.1	18043	18795	+	753	1283	962	1473	1021	489	1190
G372_RS0109180	NZ_ARQK01000055.1	19060	20136	+	1077	4065	3372	4007	3228	2247	2806
G372_RS0109185	NZ_ARQK01000055.1	20182	20559	-	378	606	495	573	728	641	522
G372_RS0109190	NZ_ARQK01000055.1	20748	21974	+	1227	1692	1555	1724	2235	2280	980
G372_RS0109195	NZ_ARQK01000055.1	22037	23347	+	1311	1282	2084	1264	1470	2079	577
G372_RS0109200	NZ_ARQK01000055.1	23390	24529	+	1140	2274	2452	2373	2142	2026	972
G372_RS0109205	NZ_ARQK01000055.1	24586	25371	-	786	856	779	681	989	927	583
G372_RS0109210	NZ_ARQK01000055.1	25515	26657	+	1143	2778	2097	2596	2397	1355	2173
G372_RS0109215	NZ_ARQK01000055.1	26702	28126	-	1425	885	951	775	1120	1200	683
G372_RS0109220	NZ_ARQK01000055.1	28190	29164	+	975	626	509	560	1134	880	897
G372_RS0109225	NZ_ARQK01000055.1	29181	30356	-	1176	747	708	643	960	1024	417
G372_RS0109230	NZ_ARQK01000055.1	30363	31727	-	1365	1798	1865	1773	2831	3140	795
G372_RS0109235	NZ_ARQK01000055.1	32116	33501	+	1386	1728	1527	1524	1449	1131	722
G372_RS0109240	NZ_ARQK01000055.1	33510	35456	-	1947	4266	4327	3939	2232	1982	1425
G372_RS0109245	NZ_ARQK01000055.1	35505	36341	-	837	2159	1958	2149	1421	1201	958
G372_RS0109250	NZ_ARQK01000055.1	36341	36730	-	390	701	1503	564	621	642	370
G372_RS0109255	NZ_ARQK01000055.1	36749	39493	-	2745	5212	7999	4945	4092	3879	1976
G372_RS0109260	NZ_ARQK01000055.1	39513	40139	-	627	307	250	284	782	650	378
G372_RS0109265	NZ_ARQK01000055.1	40196	41314	-	1119	305	285	260	300	346	194
G372_RS0109270	NZ_ARQK01000055.1	41314	41772	-	459	137	112	81	114	79	67
G372_RS0109275	NZ_ARQK01000055.1	41898	43151	+	1254	3587	3653	3597	3320	3078	1981
G372_RS0109280	NZ_ARQK01000055.1	43297	43620	+	324	2878	12512	2804	5259	11812	2592
G372_RS0109285	NZ_ARQK01000055.1	43629	45893	+	2265	8775	9377	8514	7968	7639	4788
G372_RS0109290	NZ_ARQK01000055.1	46019	46234	-	216	409	362	503	1584	1491	426
G372_RS0109295	NZ_ARQK01000055.1	46437	47378	+	942	1183	872	1042	1719	1187	525
G372_RS0109300	NZ_ARQK01000055.1	47428	48162	+	735	641	543	608	1058	870	411
G372_RS0109305	NZ_ARQK01000055.1	48295	48531	+	237	3358	3011	3897	5652	7164	2202
G372_RS0109310	NZ_ARQK01000055.1	48663	49880	+	1218	5854	5223	5875	8339	8927	3528
G372_RS0109315	NZ_ARQK01000055.1	49895	51223	+	1329	700	1197	624	1549	2544	806
G372_RS0109320	NZ_ARQK01000055.1	51223	52029	+	807	939	797	779	837	768	491
G372_RS0109325	NZ_ARQK01000055.1	52019	53053	+	1035	300	444	223	303	356	145
G372_RS0109330	NZ_ARQK01000055.1	53053	53724	+	672	354	360	277	286	243	221
G372_RS0109335	NZ_ARQK01000055.1	53727	54698	+	972	447	434	366	304	208	189
G372_RS0109340	NZ_ARQK01000055.1	54888	55223	+	336	799	518	733	583	502	351
G372_RS0109345	NZ_ARQK01000055.1	55253	56368	-	1116	1090	1380	976	810	795	494
G372_RS0109350	NZ_ARQK01000055.1	56548	57906	+	1359	333	291	363	365	364	206
G372_RS13580	NZ_ARQK01000055.1	58155	58853	+	699	1343	2150	1510	698	674	532
G372_RS0109360	NZ_ARQK01000055.1	59377	59658	+	282	228	230	186	199	183	104
G372_RS0109365	NZ_ARQK01000055.1	59810	60559	-	750	511	418	502	629	630	264
G372_RS0109370	NZ_ARQK01000055.1	60579	61127	-	549	379	443	305	539	846	197
G372_RS0109375	NZ_ARQK01000055.1	61288	61653	-	366	2817	1490	2472	4476	4717	1159
G372_RS0109380	NZ_ARQK01000055.1	61794	62798	-	1005	632	758	544	493	529	259
G372_RS0109385	NZ_ARQK01000055.1	62880	64910	-	2031	1347	1200	1475	1532	1494	917
G372_RS0109390	NZ_ARQK01000055.1	65014	66201	+	1188	1444	1300	1366	1340	1376	684
G372_RS14425	NZ_ARQK01000055.1	67116	72254	+	5139	7309	8742	8266	5582	5980	3229
G372_RS0109455	NZ_ARQK01000055.1	73784	75220	-	1437	323	481	277	282	210	195
G372_RS0109460	NZ_ARQK01000055.1	75578	76501	-	924	1899	1717	1597	702	428	534
G372_RS0109465	NZ_ARQK01000055.1	76508	76972	-	465	3537	3338	3558	761	743	637
G372_RS0109470	NZ_ARQK01000055.1	77201	77875	+	675	462	257	437	709	501	478
G372_RS0109475	NZ_ARQK01000055.1	77883	78428	-	546	409	302	412	540	397	291
G372_RS0109480	NZ_ARQK01000055.1	78540	78857	+	318	225	99	182	279	200	175
G372_RS0109485	NZ_ARQK01000055.1	78902	80584	+	1683	782	896	801	779	707	525
G372_RS0109490	NZ_ARQK01000055.1	80599	81282	+	684	486	380	466	374	257	275
G372_RS0109495	NZ_ARQK01000055.1	81293	82180	-	888	3231	4620	3174	1017	960	696
G372_RS0109500	NZ_ARQK01000055.1	82239	82520	-	282	2765	3217	2861	798	876	431
G372_RS0109505	NZ_ARQK01000055.1	82586	83314	-	729	833	892	765	428	387	315
G372_RS0109510	NZ_ARQK01000055.1	83341	84564	-	1224	1086	1012	1018	1146	1087	639
G372_RS0109515	NZ_ARQK01000055.1	84789	85103	-	315	303	205	294	575	654	350
G372_RS0109520	NZ_ARQK01000055.1	85112	85405	-	294	836	562	814	1504	1580	893
G372_RS0109525	NZ_ARQK01000055.1	85508	87175	-	1668	12555	17348	12606	20613	29476	9372
G372_RS0109530	NZ_ARQK01000055.1	87261	87965	-	705	1663	1777	1650	1731	3097	735
G372_RS0109535	NZ_ARQK01000055.1	87965	89266	-	1302	1371	1654	1280	1175	1055	681
G372_RS0109540	NZ_ARQK01000055.1	89273	90151	-	879	956	1269	908	873	1008	513
G372_RS0109545	NZ_ARQK01000055.1	90151	91305	-	1155	1420	1467	1239	1234	1098	782
G372_RS13585	NZ_ARQK01000056.1	4	189	-	186	7	32	7	2	2	1
G372_RS0109555	NZ_ARQK01000056.1	192	1796	-	1605	217	178	188	130	194	81
G372_RS0109560	NZ_ARQK01000056.1	1946	2395	-	450	1677	1112	1141	2535	2533	1006
G372_RS0109565	NZ_ARQK01000056.1	2668	5301	-	2634	2360	3632	2238	2310	2058	1427
G372_RS0109570	NZ_ARQK01000056.1	5673	6491	+	819	87	163	61	174	105	68
G372_RS0109575	NZ_ARQK01000056.1	6487	7251	+	765	225	208	143	127	122	74
G372_RS0109580	NZ_ARQK01000056.1	7364	7822	-	459	440	710	507	294	316	210
G372_RS0109585	NZ_ARQK01000056.1	8086	10707	-	2622	310	474	252	258	190	150
G372_RS0109590	NZ_ARQK01000056.1	10860	11405	+	546	328	450	281	252	138	184
G372_RS14475	NZ_ARQK01000056.1	11497	11795	-	299	71	135	50	72	85	44
G372_RS0109600	NZ_ARQK01000056.1	11912	12223	+	312	175	225	178	213	231	152
G372_RS0109605	NZ_ARQK01000056.1	12237	13439	+	1203	65	128	51	141	138	81
G372_RS0109610	NZ_ARQK01000056.1	13508	13807	+	300	70	80	53	340	324	178
G372_RS0109615	NZ_ARQK01000056.1	13829	18382	+	4554	235	389	193	261	272	124
G372_RS0109620	NZ_ARQK01000056.1	18682	19122	+	441	274	293	251	291	319	143
G372_RS0109625	NZ_ARQK01000056.1	19133	19582	+	450	333	289	284	218	247	93
G372_RS0109630	NZ_ARQK01000056.1	19619	20962	+	1344	1061	1119	955	962	947	489
G372_RS0109635	NZ_ARQK01000056.1	20965	21843	+	879	815	1207	699	733	652	361
G372_RS0109640	NZ_ARQK01000056.1	21925	22659	+	735	105	135	101	82	73	42
G372_RS0109645	NZ_ARQK01000056.1	22724	23713	+	990	335	303	234	508	613	215
G372_RS0109650	NZ_ARQK01000056.1	23719	24036	+	318	515	538	495	630	571	418
G372_RS0109655	NZ_ARQK01000056.1	24104	24880	-	777	987	935	771	2201	2143	1125
G372_RS0109660	NZ_ARQK01000056.1	25000	25314	+	315	770	601	859	717	616	335
G372_RS0109665	NZ_ARQK01000056.1	25385	25969	-	585	272	347	204	194	118	123
G372_RS0109670	NZ_ARQK01000056.1	25969	26514	-	546	146	143	152	102	88	75
G372_RS0109675	NZ_ARQK01000056.1	26532	26858	-	327	46	108	34	72	87	39
G372_RS0109680	NZ_ARQK01000056.1	26893	27048	-	156	66	49	49	84	62	71
G372_RS0109685	NZ_ARQK01000056.1	27467	29518	+	2052	744	914	647	745	666	407
G372_RS0109690	NZ_ARQK01000056.1	29868	31586	-	1719	301	290	277	294	249	206
G372_RS0109695	NZ_ARQK01000056.1	31585	32622	+	1038	269	309	218	253	231	141
G372_RS0109700	NZ_ARQK01000056.1	32644	33588	-	945	353	332	296	281	156	257
G372_RS0109705	NZ_ARQK01000056.1	33738	34331	+	594	254	140	303	154	71	109
G372_RS0109710	NZ_ARQK01000056.1	34353	35558	+	1206	239	387	205	206	147	105
G372_RS0109715	NZ_ARQK01000056.1	35592	36050	+	459	139	259	108	108	89	38
G372_RS0109720	NZ_ARQK01000056.1	36075	36707	-	633	124	159	71	203	160	144
G372_RS0109725	NZ_ARQK01000056.1	36742	37899	-	1158	349	602	293	533	558	277
G372_RS0109730	NZ_ARQK01000056.1	37990	38808	-	819	41	64	40	48	31	29
G372_RS0109735	NZ_ARQK01000056.1	38825	39799	-	975	219	247	184	185	115	100
G372_RS0109740	NZ_ARQK01000056.1	39799	40134	-	336	259	270	231	220	178	149
G372_RS0109745	NZ_ARQK01000056.1	40166	41617	-	1452	462	420	458	446	406	270
G372_RS0109750	NZ_ARQK01000056.1	41634	43010	-	1377	1303	1544	1218	1249	1105	852
G372_RS0109755	NZ_ARQK01000056.1	43076	44452	-	1377	1888	2869	1740	1806	1642	978
G372_RS0109760	NZ_ARQK01000056.1	44452	46659	-	2208	1169	1772	1107	1074	1225	577
G372_RS0109765	NZ_ARQK01000056.1	46943	47509	-	567	222	242	227	305	240	191
G372_RS0109770	NZ_ARQK01000056.1	47516	48868	-	1353	163	524	132	162	168	101
G372_RS0109775	NZ_ARQK01000056.1	48875	49834	-	960	134	392	103	206	226	98
G372_RS0109780	NZ_ARQK01000056.1	49837	50367	-	531	842	780	871	1542	1099	1170
G372_RS0109785	NZ_ARQK01000056.1	50512	51687	+	1176	6583	6857	5745	3906	2698	3396
G372_RS0109790	NZ_ARQK01000056.1	51719	52849	+	1131	109	408	93	122	117	93
G372_RS0109795	NZ_ARQK01000056.1	52849	53331	+	483	564	528	518	754	529	500
G372_RS0109800	NZ_ARQK01000056.1	53476	56037	+	2562	2457	3471	2451	3009	3004	1494
G372_RS0109805	NZ_ARQK01000056.1	56027	56629	+	603	16	26	7	25	28	25
G372_RS0109810	NZ_ARQK01000056.1	56649	57575	+	927	626	609	534	367	396	211
G372_RS0109815	NZ_ARQK01000056.1	57601	58614	+	1014	172	381	124	125	130	53
G372_RS0109820	NZ_ARQK01000056.1	58614	59459	+	846	84	213	56	66	48	25
G372_RS0109825	NZ_ARQK01000056.1	59607	60473	+	867	211	227	202	216	204	96
G372_RS14520	NZ_ARQK01000056.1	60485	61234	-	750	130	118	127	127	95	93
G372_RS0109835	NZ_ARQK01000056.1	61271	61726	+	456	397	174	413	697	502	364
G372_RS0109840	NZ_ARQK01000056.1	61726	62718	+	993	1099	1722	942	964	1077	536
G372_RS0109845	NZ_ARQK01000056.1	62735	63484	+	750	63	106	32	87	91	34
